Column1,DateTime,Default GPS,VaneSize,Depth,ShearStrenght,Result,TSF,Comments,Attachments,MachineID,Operator,Instrument,CorrectionFactor,Created,Title,Manual GPS,Modified
Amrun,16/11/2024 10:40,"-12.97347542, 141.6380707",20x40,100,34,34,South Cell,Scroll line ,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:42,VS,,16/11/2024 10:42
Amrun,16/11/2024 10:39,"-12.97345702, 141.63806107",20x40,100,42,42,South Cell,Right-hand side,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:39,VS,,16/11/2024 10:39
Amrun,16/11/2024 10:39,"-12.95680299, 141.63896788",20x40,20,10,10,South Cell,Scroll line ,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:40,VS,,16/11/2024 10:40
Amrun,16/11/2024 10:38,"-12.97345702, 141.63806107",20x40,20,24,24,South Cell,Right-hand side,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:38,VS,,16/11/2024 10:38
Amrun,16/11/2024 10:38,"-12.97345702, 141.63806107",20x40,50,26,26,South Cell,Right-hand side,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:38,VS,,16/11/2024 10:38
Amrun,16/11/2024 10:37,"-12.97345702, 141.63806107",20x40,100,56,56,South Cell,Left-hand side,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:37,VS,,16/11/2024 10:37
Amrun,16/11/2024 10:36,"-12.97345478, 141.63806024",20x40,50,8,8,South Cell,Left-hand side,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:36,VS,,16/11/2024 10:36
Amrun,16/11/2024 10:33,"-12.97345478, 141.63806024",20x40,20,10,10,South Cell,Left-hand side,0,MM43,Joe Johanson,H-60,1,16/11/2024 10:36,VS,,16/11/2024 10:36
Amrun,15/11/2024 11:39,"-12.95616139, 141.63611273",20x40,100,140,140,South Cell,"Scroll line
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:39,VS,,15/11/2024 11:39
Amrun,15/11/2024 11:38,"-12.95616139, 141.63611273",20x40,100,140,140,South Cell,"right hand side 
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:38,VS,,15/11/2024 11:38
Amrun,15/11/2024 11:38,"-12.95616139, 141.63611273",20x40,20,140,140,South Cell,"Scroll line
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:38,VS,,15/11/2024 11:38
Amrun,15/11/2024 11:38,"-12.95616139, 141.63611273",20x40,50,140,140,South Cell,"Scroll line
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:39,VS,,15/11/2024 11:39
Amrun,15/11/2024 11:37,"-12.95616139, 141.63611273",20x40,100,140,140,South Cell,"Left hand side 
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:37,VS,,15/11/2024 11:37
Amrun,15/11/2024 11:37,"-12.95616139, 141.63611273",20x40,20,8,8,South Cell,"right hand side 
",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:37,VS,,15/11/2024 11:37
Amrun,15/11/2024 11:37,"-12.95616139, 141.63611273",20x40,50,140,140,South Cell,"right hand side 
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:38,VS,,15/11/2024 11:38
Amrun,15/11/2024 11:36,"-12.95616139, 141.63611273",20x40,50,140,140,South Cell,"Left hand side 
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,15/11/2024 11:37,VS,,15/11/2024 11:37
Amrun,15/11/2024 11:35,"-12.95616139, 141.63611273",20x40,20,26,26,South Cell,Left hand side ,0,MM43,Joe Johanson,H-60,1,15/11/2024 11:36,VS,,15/11/2024 11:36
Amrun,13/11/2024 16:37,"-12.95418756, 141.64173199",20x40,50,30,30,South Cell,"Left hand side 
12.95650° S, 141.63582° E",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:37,VS,,13/11/2024 16:37
Amrun,13/11/2024 16:37,"-12.95418756, 141.64173199",20x40,100,140,140,South Cell,"Left hand side 
12.95650° S, 141.63582° E
 Oils not penetrate ",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:38,VS,,13/11/2024 16:38
Amrun,13/11/2024 16:36,"-12.95418756, 141.64173199",20x40,50,22,22,South Cell,"Right hand side 
12.95650° S, 141.63582° E",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:36,VS,,13/11/2024 16:36
Amrun,13/11/2024 16:36,"-12.95418756, 141.64173199",20x40,100,140,140,South Cell,"Right hand side 
12.95650° S, 141.63582° E
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:36,VS,,13/11/2024 16:36
Amrun,13/11/2024 16:36,"-12.95418756, 141.64173199",20x40,20,10,10,South Cell,"Left hand side 
12.95650° S, 141.63582° E",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:37,VS,,13/11/2024 16:37
Amrun,13/11/2024 16:35,"-12.95418756, 141.64173199",20x40,100,140,140,South Cell,"Scroll line 
12.95650° S, 141.63582° E
Could not penetrate ",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:35,VS,,13/11/2024 16:35
Amrun,13/11/2024 16:35,"-12.95418756, 141.64173199",20x40,20,10,10,South Cell,"Right hand side 
12.95650° S, 141.63582° E",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:36,VS,,13/11/2024 16:36
Amrun,13/11/2024 16:34,"-12.95418756, 141.64173199",20x40,20,16,16,South Cell,"Scroll line 
12.95650° S, 141.63582° E",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:34,VS,,13/11/2024 16:34
Amrun,13/11/2024 16:34,"-12.95418756, 141.64173199",20x40,50,60,60,South Cell,"Scroll line 
12.95650° S, 141.63582° E",0,MM43,Joe Johanson,H-60,1,13/11/2024 16:35,VS,,13/11/2024 16:35
Amrun,13/11/2024 13:40,"-12.95645756, 141.63710393",20x40,50,18,18,South Cell,Right hand side ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:40,VS,,13/11/2024 13:40
Amrun,13/11/2024 13:40,"-12.95645756, 141.63710393",20x40,100,98,98,South Cell,Right hand side ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:40,VS,,13/11/2024 13:40
Amrun,13/11/2024 13:39,"-12.95645756, 141.63710393",20x40,50,30,30,South Cell,Left hand side ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:39,VS,,13/11/2024 13:39
Amrun,13/11/2024 13:39,"-12.95645756, 141.63710393",20x40,100,62,62,South Cell,Left hand side ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:39,VS,,13/11/2024 13:39
Amrun,13/11/2024 13:39,"-12.95645756, 141.63710393",20x40,20,10,10,South Cell,Right hand side ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:40,VS,,13/11/2024 13:40
Amrun,13/11/2024 13:38,"-12.95645756, 141.63710393",20x40,100,140,140,South Cell,Scroll line can't penetrate ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:38,VS,,13/11/2024 13:38
Amrun,13/11/2024 13:38,"-12.95645756, 141.63710393",20x40,20,18,18,South Cell,Left hand side ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:39,VS,,13/11/2024 13:39
Amrun,13/11/2024 13:37,"-12.95645756, 141.63710393",20x40,20,50,50,South Cell,Scroll line ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:37,VS,,13/11/2024 13:37
Amrun,13/11/2024 13:37,"-12.95645756, 141.63710393",20x40,50,34,34,South Cell,Scroll line ,0,MM43,Joe Johanson,H-60,1,13/11/2024 13:38,VS,,13/11/2024 13:38
Amrun,25/08/2024 14:24,"-12.97341592, 141.63584009",20x40,20,0,0,South Cell,,0,MM43,Joe Johanson,H-60,1,25/08/2024 14:24,VS,,25/08/2024 14:24
Amrun,25/08/2024 14:24,"-12.97341592, 141.63584009",20x40,50,30,30,South Cell,,0,MM43,Joe Johanson,H-60,1,25/08/2024 14:24,VS,,25/08/2024 14:24
Amrun,25/08/2024 14:24,"-12.97340341, 141.63589137",20x40,80,140,140,South Cell,Could not penetrate ,0,MM43,Joe Johanson,H-60,1,25/08/2024 14:25,VS,,25/08/2024 14:25
Amrun,25/08/2024 13:13,"-12.97375429, 141.63686481",20x40,50,8,8,South Cell,,0,MM43,Joe Johanson,H-60,1,25/08/2024 13:13,VS,,25/08/2024 13:13
Amrun,25/08/2024 13:13,"-12.97375429, 141.63686481",20x40,80,14,14,South Cell,,0,MM43,Joe Johanson,H-60,1,25/08/2024 13:13,VS,,25/08/2024 13:13
Amrun,25/08/2024 13:12,"-12.97375429, 141.63686481",20x40,20,0,0,South Cell,,0,MM43,Joe Johanson,H-60,1,25/08/2024 13:13,VS,,25/08/2024 13:13
Amrun,24/08/2024 10:54,"-12.96976309, 141.63991673",20x40,50,0,0,South Cell,,0,MM43,Joe Johanson,H-60,1,24/08/2024 10:54,VS,,24/08/2024 10:54
Amrun,24/08/2024 10:54,"-12.96976309, 141.63991673",20x40,80,0,0,South Cell,,0,MM43,Joe Johanson,H-60,1,24/08/2024 10:54,VS,,24/08/2024 10:54
Amrun,24/08/2024 10:53,"-12.96976309, 141.63991673",20x40,20,0,0,South Cell,,0,MM43,Joe Johanson,H-60,1,24/08/2024 10:54,VS,,24/08/2024 10:54
