UTC adjusted datetime Column,GPS_Latitude,GPS_Longitude,Predicted Mud Condition
17/01/2025 8:05,-12.945613,141.63826,-1.0284987400508432
17/01/2025 8:05,-12.94562,141.638107,-1.1663394447036985
17/01/2025 8:05,-12.945635,141.63797,-0.832211375087244
17/01/2025 8:04,-12.945719,141.637802,1.2397282345134446
17/01/2025 8:04,-12.94575,141.637863,0.46982570052086503
17/01/2025 8:03,-12.945745,141.638062,-0.304775225336666
17/01/2025 8:03,-12.945733,141.63826,-0.12429987146685528
17/01/2025 8:02,-12.945711,141.638474,0.09561359182002849
17/01/2025 8:02,-12.945705,141.638672,0.3139191420859193
17/01/2025 8:00,-12.945682,141.638855,0.8806842223088076
17/01/2025 8:00,-12.94568,141.638992,0.5725847887907838
17/01/2025 8:00,-12.945679,141.63916,0.04594584553235692
17/01/2025 7:59,-12.94567,141.639297,0.05547291906439478
17/01/2025 7:59,-12.945653,141.639465,0.654147954834394
17/01/2025 7:58,-12.945645,141.639648,2.294277139525894
17/01/2025 7:58,-12.945632,141.639893,0.11828058358229399
17/01/2025 7:57,-12.94562,141.640076,0.9139871171023315
17/01/2025 7:57,-12.945613,141.640244,1.234580781741947
17/01/2025 7:57,-12.945605,141.64035,0.9100136284100389
17/01/2025 7:56,-12.945593,141.640442,1.0715546823130655
17/01/2025 7:56,-12.945608,141.640564,-0.5603161096818252
17/01/2025 7:55,-12.9456,141.640457,2.0478534426603603
17/01/2025 7:55,-12.945599,141.640381,1.260412664305599
17/01/2025 7:55,-12.945615,141.640244,0.6226157968090893
17/01/2025 7:54,-12.945619,141.640015,0.6662190466757547
17/01/2025 7:54,-12.945633,141.639771,0.17070831824699195
17/01/2025 7:53,-12.94564,141.639648,4.497228353995865
17/01/2025 7:53,-12.94566,141.63945,4.1946699809566725
17/01/2025 7:52,-12.945679,141.639206,1.627746590406356
17/01/2025 7:52,-12.945688,141.638992,1.1873246840579954
17/01/2025 7:52,-12.94569,141.638794,0.3730907980229674
17/01/2025 7:51,-12.94572,141.638626,0.8265651038336483
17/01/2025 7:51,-12.94573,141.638412,0.9099242073279772
17/01/2025 7:50,-12.945735,141.638214,-0.6039881374125557
17/01/2025 7:50,-12.945765,141.638046,1.0860369910207628
17/01/2025 7:50,-12.945757,141.637848,0.5486609396393098
17/01/2025 7:49,-12.945824,141.63765,0.06048625872559965
17/01/2025 7:49,-12.945867,141.637711,-0.8156373470972986
17/01/2025 7:48,-12.94586,141.637909,-0.5068033463023571
17/01/2025 7:48,-12.945848,141.638107,0.595022763603259
17/01/2025 7:47,-12.94584,141.63829,-0.19546562433702874
